CallTimes	tTotal	tInit	tVG	tLFG	tQC	tSBC	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time	nSuccessCase
OKCase
46000001	301835	0	305	129133	131175	127003	48174	46000001	0	0	0	0	0	0	0	0	0	1.0	301486	0	0	0	0	0	0	0	0	0	0	113108865	1
47000001	307757	0	311	131732	133808	129465	49212	47000001	0	0	0	0	0	0	0	0	0	1.0	307400	0	0	0	0	0	0	0	0	0	0	114108865	1
48000001	313764	0	313	134240	136367	132021	50230	48000001	0	0	0	0	0	0	0	0	0	1.0	313404	0	0	0	0	0	0	0	0	0	0	115108865	1
49000001	319682	0	322	136752	138913	134537	51265	49000001	0	0	0	0	0	0	0	0	0	1.0	319316	0	0	0	0	0	0	0	0	0	0	116108865	1
50000001	326471	0	324	139613	141823	137370	52325	50000001	0	0	0	0	0	0	0	0	0	1.0	326097	0	0	0	0	0	0	0	0	0	0	117108865	1
51000001	334029	0	331	142867	145133	140504	53417	51000001	0	0	0	0	0	0	0	0	0	1.0	333649	0	0	0	0	0	0	0	0	0	0	118108865	1
52000001	340327	0	334	145511	147826	143141	54426	52000001	0	0	0	0	0	0	0	0	0	1.0	339941	0	0	0	0	0	0	0	0	0	0	119108865	1
53000001	346683	0	339	148184	150542	145849	55441	53000001	0	0	0	0	0	0	0	0	0	1.0	346288	0	0	0	0	0	0	0	0	0	0	120108865	1
54000001	352748	0	345	150662	153048	148482	56425	54000001	0	0	0	0	0	0	0	0	0	1.0	352347	0	0	0	0	0	0	0	0	0	0	121108865	1
55000001	358986	0	351	153251	155683	151110	57447	55000001	0	0	0	0	0	0	0	0	0	1.0	358579	0	0	0	0	0	0	0	0	0	0	122108865	1
56000001	365081	0	357	155843	158316	153690	58442	56000001	0	0	0	0	0	0	0	0	0	1.0	364666	0	0	0	0	0	0	0	0	0	0	123108865	1
57000001	371179	0	361	158400	160919	156256	59421	57000001	0	0	0	0	0	0	0	0	0	1.0	370757	0	0	0	0	0	0	0	0	0	0	124108865	1
